OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20 
+,2038,1969,4824,7294,7911,4368,1754,1367,4035,3602,6853,8290,7151,3825,3851,7998,3144,3493,9384,3958
+,1862,722,9906,5359,8522,5727,9448,6574,8893,8528,1173,760,9585,3821,7344,578,1717,3007,9100,5744
+,5751,3462,1121,7095,4060,7604,5292,8383,6248,4928,5139,9183,2864,5661,7257,4265,912,4990,4525,5736
+,9761,8073,4228,4603,6607,1938,8437,1449,5235,3990,9448,4734,349,1660,5597,6545,8517,422,5780,8159
+,6660,5346,2372,9010,4970,9050,8921,8281,3164,7004,8272,676,5295,7391,1108,8946,8561,2621,5160,4818
+,8911,6980,6148,1673,2527,7211,5439,8560,2393,9923,1588,6783,2410,1044,9331,8880,941,9257,8471,5620
+,474,6494,9025,8630,3188,1845,23,7934,6282,5469,8675,2275,1075,3857,8425,6190,9158,6034,9678,4067
+,7916,4656,3363,9391,9625,1813,3790,2536,819,1628,7264,5964,1937,3933,4054,9962,1642,479,8242,4597
-,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5940,8784,4156,5043,2054,5408,4991,6778,1030,5843,53,7485,9571,4634,3458,1051,2936,3079,1561,5746
+,54,546,3777,795,6467,3626,3637,5020,3168,2713,7156,8127,2708,1878,854,2370,9980,8800,5507,4392
+,6851,8644,2976,4508,6935,9944,1973,6721,6001,5074,2624,1231,1969,8041,854,3332,2319,314,7333,5392
+,8520,5667,4350,871,1018,4147,4158,5030,1633,8249,490,5045,4959,9244,9360,8818,1699,1073,3837,5476
+,1599,4350,8811,2868,8256,6234,1118,9943,693,9535,7340,9466,745,1136,671,8121,8235,3612,5804,4646
+,9414,4432,1721,6756,297,7997,2892,3281,1033,6790,8010,4358,8626,6821,8871,8640,1539,4904,781,1879
+,6417,1336,722,9321,4011,7033,3232,493,5275,8861,1086,6067,2161,3970,4589,8103,489,1460,1860,2957
+,2196,1519,971,6380,8548,9997,2918,1514,2568,8639,3439,7451,6787,1028,7547,6572,6903,8099,5894,4361
+,627,19,4687,2816,4253,2389,9608,8155,6266,3731,8793,7531,3845,3931,2299,3402,962,2969,746,4043
+,3786,5095,2962,6785,7749,3335,3820,6181,21,6985,8617,4493,352,8706,1206,8128,4217,1997,8670,8505
+,9519,898,3283,6491,8210,1717,6255,3360,5203,2863,4721,2860,7579,6182,6018,8948,6555,612,9316,5860
+,7575,6181,1222,1142,4743,3365,1747,8403,2073,9994,6772,1647,4325,1586,3270,2757,5349,4875,8546,7288
+,2659,8420,2525,1053,4413,7601,1964,3480,3811,9600,7351,5617,377,9077,7230,2249,8288,2156,4444,3499
+,6362,7786,5971,2024,6275,4174,3805,5981,8451,5179,2601,9926,485,1048,7009,3739,2976,97,3067,1026
+,8141,2973,3615,1695,1372,3453,9191,4034,5869,8906,9555,5415,8324,4321,8482,533,4055,3121,7153,8177
+,7684,3445,8949,8271,1611,2429,9443,7722,4861,6470,3127,1229,4736,1419,1260,9645,7006,4805,9214,960
-,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,879,1884,9568,225,7741,9129,2527,9689,9493,1284,8407,8591,8543,1050,5395,7682,8493,7758,9545,4694
+,7765,7091,4546,6489,6406,7874,7262,373,7071,2880,733,1919,8858,3361,538,3938,6105,8502,5940,8730
+,8032,4045,7330,929,4183,8951,990,3322,6779,2297,5631,9807,6533,2324,7511,5045,2843,1296,7095,9243
+,979,5367,882,758,8021,4503,7942,8894,942,2295,1830,2736,4280,3762,4307,5526,9306,2308,6402,3453
+,2713,5153,8157,9104,7053,7343,8697,6146,7667,8808,5489,4605,2889,2727,1119,8753,4541,3629,9853,2908
+,6132,7145,2029,3883,4925,2343,7153,1288,564,2022,9429,2269,6816,4944,1676,9903,5729,9678,2535,848
+,1011,7158,9905,5724,238,5321,595,9020,2914,4448,4529,4154,3341,5916,2171,9434,8314,2535,5238,7404
+,950,2413,978,9309,8270,1114,1101,5633,8702,8441,9744,7235,6147,9827,8408,7690,7064,8871,7978,8252
+,6492,2022,6190,3024,4821,4493,201,7441,9044,5791,6785,5368,7818,8019,4246,8886,9998,7715,2526,2070
+,3359,8284,6478,1757,8126,1099,840,5329,9430,2339,3258,4540,3965,9514,6125,3443,5436,7153,8192,566
+,144,3277,1858,5529,8034,8363,1918,4766,5105,8405,5306,5640,4888,3206,9963,8782,6092,1048,9846,4946
+,9286,883,8815,7254,6786,3146,4872,7355,2407,9277,7152,5745,911,2475,3286,694,8911,9588,4365,3223
+,8329,8978,5755,6625,8827,9279,8825,5043,445,3670,2744,7733,4528,3012,7248,7676,8060,7811,8227,7774
+,4229,7392,6945,5222,9696,9367,7887,746,7412,9087,1217,6921,2887,6623,7425,3979,4741,9274,9217,9992
+,2589,5494,3729,873,3507,1652,3927,3760,22,9122,506,3132,2004,4397,9760,1463,7266,4397,1305,6246
+,7172,3511,7100,373,5006,335,9615,1923,2267,7469,1526,2084,5546,3096,7000,9782,4027,6776,3911,6345
+,2492,58,4188,9177,3546,2205,4439,1225,1412,1610,5064,6046,2794,3174,8390,575,3230,929,8525,6372
+,6424,4346,4331,4415,642,45,5157,9960,2014,1890,8807,1461,7636,5085,6249,4118,8842,7867,8053,5738
+,7896,735,8241,3776,4067,2998,9585,2220,9801,5343,6025,6152,3265,5211,3552,9289,5578,3260,1350,177
+,172,3863,5808,6988,3611,721,5932,9958,2080,1873,4249,7541,1413,447,5098,7109,3042,7105,8273,5409
+,6671,5256,2372,5026,7246,8933,6198,340,2185,5295,946,8815,7956,2571,1075,2465,1532,9443,2539,2329
+,2026,8943,1133,7901,7190,7508,8951,9172,3083,8811,396,7037,8505,5062,7764,9265,6961,8777,6435,7146
+,2963,9366,6108,8526,4921,1104,3573,4463,1268,4119,6826,2348,1429,7549,9956,3809,676,4659,3018,9900
+,7460,2759,123,5162,288,7876,8081,283,1640,9333,317,888,2139,1427,9066,2252,3671,8102,2925,2822
+,3838,9268,586,4862,3477,3298,7408,6285,9412,2717,3280,848,7999,3867,7008,1585,9375,308,9882,8474
+,3536,4365,1168,5446,7638,1084,3176,5897,6203,3546,6388,6278,1607,8052,6520,484,1196,4987,9660,3168
+,8149,8898,8985,6148,9659,6755,7517,5861,1426,2854,7154,3332,7316,9527,1652,9632,4288,2500,5574,6712
+,1683,1599,7331,9043,5318,2871,4301,1845,6196,882,3671,8677,231,8809,5894,7605,3514,562,4301,1059
+,9159,65,4611,2850,7453,1102,2294,6276,1213,5809,3300,8403,1267,5781,3510,4315,2373,3998,824,6207
+,3537,538,6469,7560,8688,3108,9146,3849,915,2626,6585,3157,5055,4545,3735,3121,1741,8083,9980,8286
+,3789,2649,5228,3630,7644,6108,7866,5982,1769,1573,9597,5462,9170,4777,8796,5644,1152,1516,7723,9067
+,4656,8205,9159,3019,2532,3294,5608,6874,8872,8229,6780,3027,9082,3066,4542,197,2686,5407,5248,9536
+,4630,5509,7570,5405,9850,742,2949,707,1442,8820,4125,2000,7334,2921,5711,7570,6789,6754,7150,8143
+,1327,3553,4343,6250,9138,620,6003,3124,7398,730,9637,7426,8519,8947,3251,4865,3764,1625,3615,6482
+,6390,2152,5424,228,4280,8438,9252,1908,7123,9139,5425,6107,7553,304,3118,2267,6140,4080,8084,2857
-,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,1149,6252,8233,8625,7723,799,7944,9694,4718,4959,4040,9444,9837,8481,434,4206,5134,7182,1103,9393
+,641,6269,8450,2726,4395,4378,5217,9340,5280,6917,6851,5114,7248,246,5063,5983,7254,6601,651,5793
+,8134,4129,7014,5813,9563,9591,326,7610,3499,7790,3807,8657,8899,8614,6164,9818,9935,2388,7480,9374
+,9269,1681,8982,5064,8932,7503,4570,903,6113,8378,9766,5085,8082,8926,5059,4615,9380,8064,402,1512
+,2220,5918,9451,9820,7604,2897,3144,1756,6314,8622,5211,5687,6259,1875,7110,1206,8437,9150,7588,9260
+,9779,1962,4062,666,3264,8592,6159,4658,9396,7747,904,5288,6817,2851,315,6950,8451,7875,2467,2225
+,5335,5368,8760,5559,509,265,557,6182,8415,8073,7396,86,8755,7430,2582,7225,2216,8724,8081,3793
+,3303,8633,1375,4597,1847,5215,682,9973,9804,6879,4996,3948,8585,4918,5500,3414,5171,9568,6423,2998
+,4768,8344,8727,7957,690,4376,7969,6519,1237,1192,4987,9987,2421,616,6222,3174,2021,6888,724,472
+,7829,9208,1406,8818,660,407,2685,7109,536,6030,9520,2260,3500,9636,2102,3361,566,649,6051,58
+,3824,1163,4851,3518,8283,7551,446,2520,4052,1543,7140,3285,3172,2455,1425,9797,677,3878,8114,4930
+,650,4047,7853,5238,1129,926,9745,484,4068,6050,841,2802,5805,9260,9140,3493,2039,3028,8486,6848
+,7931,3387,3025,3971,7159,5666,6805,4971,5701,6038,2707,9198,1923,3833,2940,5099,1777,1194,9335,9306
+,7910,7941,5054,7592,2867,3666,6782,523,4356,472,1592,7281,6079,7885,4643,4979,1208,2143,2156,9681
+,298,262,5587,185,8506,2588,8316,9013,7680,7042,3482,5675,7824,3888,1385,4323,9434,7887,7617,9353
+,8466,7483,9158,2181,7428,7985,4447,4193,4389,9272,9073,6067,2286,7698,2408,652,1476,1930,6450,1178
-,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,4195,6830,9178,6815,7438,2830,3476,7115,9685,1144,3160,9481,979,1155,55,1718,9744,6176,9538,8608
+,6395,7677,6510,2126,2294,8807,3853,1185,8693,9463,5247,7027,2208,7166,6814,805,5165,2373,8302,7615
+,6569,6925,910,7753,7008,2700,5408,8593,6330,2834,2810,5985,4482,3763,9236,8299,7376,7256,2105,4589
+,8446,4113,4422,5951,1160,1947,8120,3894,2093,6693,9064,669,1118,9388,2013,9004,6890,2864,1812,1153
+,3250,4170,9529,765,7260,9230,8767,7167,9637,9378,7098,7799,991,6835,1702,9094,7062,6506,6391,8810
+,6535,6579,1161,8506,4239,2323,8667,8204,7304,8651,9840,2469,4326,1421,9067,735,1476,8920,9207,277
+,8367,8156,6809,6270,7101,410,2183,4361,9600,6530,6162,6788,418,9731,3584,6486,3945,1140,8610,1418
-,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,1113,1657,3810,7711,4845,4168,4859,4887,9287,1133,6665,3576,8716,1801,6456,4479,9249,7698,3466,7323
+,1946,4078,1304,3278,9928,64,7229,1368,4196,3389,693,5271,8540,2210,111,6703,5912,7781,1109,3089
-,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5477,2354,9968,3387,1644,3494,3410,8062,1347,2685,2738,893,2687,5289,6111,2139,569,4986,7568,9012
+,2649,6456,7628,8821,7910,824,7294,2935,9789,3566,4839,1847,6732,2968,647,8360,7622,8760,4702,353
+,5270,8822,9124,2127,7474,1378,5259,8336,5862,9390,1017,3885,8550,1672,4076,8119,5453,419,8054,5985
+,5219,9006,6584,5850,4862,4237,4363,7701,136,120,6941,8944,5846,947,8862,6957,5862,1849,3248,3594
+,8842,7696,797,3281,9162,6965,402,3627,9243,8475,4796,5967,9516,5995,1795,5381,5486,9996,6768,4705
+,3471,5886,8782,3850,6313,486,9990,9287,1651,6758,923,497,4964,1770,4922,4249,1649,6904,7291,68
+,951,6824,9148,615,9798,2305,4403,7628,2061,9816,6621,2071,4908,6844,6273,136,1381,3233,5710,7805
+,5644,2814,2331,617,9907,4434,8955,1558,6999,9769,5256,5561,1417,393,4516,4151,7410,6749,2508,4624
+,2244,5433,8616,9256,9634,7634,7698,4111,2028,1568,8863,3476,4734,1383,1873,3815,3689,749,289,9984
+,9250,7105,4115,1392,3560,9458,3689,7089,4015,5691,8378,4117,5499,1254,4836,7753,9291,9944,4330,8153
+,3728,7656,8172,5784,368,8706,5319,9076,6357,8784,4641,661,8280,4237,2063,5146,7813,1089,3083,1020
+,4503,6367,9709,7009,5394,4831,8193,2534,3629,8053,6665,2720,5927,6139,1560,7587,3719,1912,3685,5250
-,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,2185,39,7383,8810,4300,9335,4879,4765,948,8862,392,4829,5863,5231,2492,3646,5545,8259,2278,9354
+,2751,7867,8099,1168,5964,2157,4970,3174,827,6366,3073,3325,4025,1416,9092,2655,2755,5549,5798,7262
+,518,9893,1296,7425,4021,1763,8434,3620,4715,9262,5452,9458,7173,7695,7057,4765,7601,1130,5128,3932
+,6945,3844,9087,8233,48,3060,4990,1574,2099,7435,3277,137,3678,2270,643,3177,6036,9212,8274,3404
+,8841,3309,1498,9512,18,2165,4256,4231,3438,9795,2013,113,4423,3514,141,1707,8782,2015,7135,7984
+,3745,4653,1891,2466,3220,9627,3366,2476,3076,2942,6724,854,5343,9659,7672,9413,7378,9875,157,572
+,3,1512,4858,7462,2615,9734,5119,2539,6053,1210,4294,8805,8634,8076,9124,6313,2192,5918,8929,1569
+,4955,9912,5426,4843,9442,116,6086,2782,2261,5098,588,188,8008,5014,7374,9605,1140,7891,9336,274
+,968,3042,9333,2838,3671,4928,8231,4678,6051,6926,9707,9858,8975,2610,2032,5276,4420,2214,1202,9852
+,5272,9790,5752,2414,2754,2941,16,5673,6725,4062,5262,5534,2692,715,4186,9958,7134,4517,3492,9291
+,9197,9317,9297,2893,8921,5318,2806,6819,9452,2007,6605,339,3760,5625,5885,7341,2738,5903,9846,7581
+,23,3122,7399,7178,9785,4319,6991,1139,8089,3663,2622,1382,2573,2249,4147,5866,5240,8593,279,9001
+,7379,2721,8142,3466,6782,8925,3174,7258,473,2260,9542,8647,9725,8896,8769,2905,2150,424,5957,9399
+,8338,144,5743,5494,6948,7284,1808,2242,2004,2848,6797,9995,9226,1313,2488,1529,4486,6106,4253,4561
+,1983,3027,4124,5379,9571,8677,6419,9607,1647,6685,5142,3851,3004,7224,3582,5487,6893,9890,7144,8967
+,6801,3526,9907,9303,3007,835,2837,3787,8757,9839,9617,3316,3084,9907,4905,2721,4468,7953,6805,9295
+,1052,5610,3843,5196,9922,3171,9221,2596,2582,3343,8720,2151,7593,5904,2231,4298,7310,7577,420,3865
+,8486,7551,1649,266,5976,4419,3146,2267,3950,4366,5724,6886,7228,2430,749,9414,1935,6363,1770,7688
+,912,5633,923,1454,2303,6697,7296,9555,1278,5472,292,5762,9228,5589,1206,6612,9375,140,6608,6051
+,2278,3893,4463,1550,1644,1563,3395,7928,3305,5137,8155,20,8541,7365,7409,653,7816,3783,9247,7625
+,9324,6026,9755,8708,6087,9096,8118,1589,8338,8752,45,7949,1250,8865,625,1381,525,8516,7175,6792
+,2,2388,9566,2231,251,5835,1030,9360,647,2189,6732,2114,6851,3466,4549,4341,4864,8809,5229,3695
+,1691,3660,1285,4850,1539,3767,2700,7339,6650,7668,2365,9134,7403,7007,7929,7217,5647,3556,260,6240
+,6757,7920,1724,7253,1987,3191,3376,1019,3785,6378,7093,2035,9032,3093,1082,714,324,2142,6960,628
+,8818,2359,8076,88,5021,9283,2976,1926,1153,7419,4108,7272,4881,7222,2899,9678,6309,9086,6251,1361
-,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,1684,369,6141,8079,3430,2971,3366,5148,3694,6215,8520,4937,8598,7753,9409,854,2419,1735,737,6783
+,692,9245,3968,2067,427,5295,31,1073,3537,6457,4313,9045,194,1178,902,9351,5016,284,9650,4005
+,5888,1160,8202,8625,9539,4201,3165,8647,3289,2941,6041,8759,2605,9584,8316,531,2300,3916,5757,7154
+,8571,7208,5109,2588,4847,6024,284,1631,1063,3179,4564,1092,4594,3397,2759,404,2529,2866,1041,6925
+,4642,6439,4195,9244,2424,4214,1940,557,7323,6055,199,5778,3795,4422,3144,7452,512,8388,9354,5050
+,208,9817,6725,8710,5531,5531,1019,8251,8193,537,2879,1837,4507,173,5630,9071,5293,2295,1739,2219
+,4322,8959,7512,9726,4535,3482,9752,5246,5304,4964,7377,6316,1491,5597,6438,9884,7962,7878,3817,2868
+,2381,8124,3126,802,1946,974,7118,5026,1961,3388,1729,9765,3375,2482,6130,2041,6220,3387,1163,3858
-,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,2082,3269,3198,7450,4717,9475,6721,6834,3231,8747,195,6347,1257,1881,2926,8608,515,754,8494,3099
+,5889,4377,863,6238,1243,6355,7686,2861,3679,6299,4286,9367,5546,7647,2868,7755,670,9499,9779,7949
+,8961,9670,8620,1354,6588,936,6559,3019,6600,2748,3587,555,3174,5320,1385,5573,9299,6116,6253,2317
-,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,638,8793,7569,6983,3248,841,1252,8671,2458,6631,1958,9876,3780,8113,2176,3843,6552,9755,4050,9167
+,9982,5294,6560,4933,29,4273,3072,8065,7950,7620,7290,46,1119,3817,4390,8549,6254,5331,9886,9084
+,1025,8293,9185,2424,7315,5033,7278,9517,1698,9934,3021,8039,9481,7255,571,659,5407,5541,5866,1050
+,1413,4969,3402,6474,485,9983,3317,5465,5897,5664,5604,4483,9906,5776,8775,5816,178,5923,9826,869
+,5581,1661,27,2141,9339,9189,6773,9446,7706,9297,7823,10,365,1413,4608,3264,3943,8831,4981,5629
+,49,2882,3615,430,7308,5901,1542,8867,2840,6144,6821,641,1261,1157,3685,6474,9897,2093,5311,2670
+,9275,5534,7771,8825,3801,3934,7555,2608,6981,5091,927,8439,7930,640,7690,6230,9511,5298,5938,5232
+,7937,7249,1274,6199,6758,1882,4555,7011,6212,2428,846,8759,4801,1156,6091,5053,5986,9363,885,2030
+,6832,1017,5305,3410,5365,874,5473,8316,2699,2875,1160,6319,9948,6831,2468,4097,983,1093,1625,908
+,3209,9861,9827,2809,9532,3901,9057,7584,4616,6249,8610,5562,3848,5968,4538,2334,7058,6787,7553,3207
+,5470,3574,4142,3639,3620,26,9202,1326,6669,2196,6386,6618,3289,3119,2532,4958,3049,5037,7112,9823
+,1992,5562,9320,8365,723,2206,4657,2178,1432,3005,159,4016,3033,6139,444,5613,6012,6771,9333,8369
+,6534,6540,6535,18,7122,8062,7771,2752,8610,5896,6748,2618,8396,6414,9627,8309,742,8569,9676,3936
+,6999,9814,2807,3203,4715,6598,9302,3599,5885,828,3542,2021,1283,1464,59,3601,6283,8613,4964,2146
+,8812,1733,5825,5504,8149,1352,5152,3723,3801,1206,6968,3412,1105,3629,9557,4530,7417,6435,3692,728
+,664,761,2228,8069,4263,4737,47,6143,4498,543,5547,8538,7364,4899,3047,8339,3489,8565,5163,7470
+,4094,6289,9675,4609,3687,4341,9551,3127,472,6986,4869,9025,7787,1967,5535,5425,5650,8177,9615,5298
+,8345,2799,9102,8339,7305,1966,8200,3634,7272,7078,7324,400,1720,2962,9865,5371,9555,2452,4883,5339
+,242,7457,5311,9156,7812,165,8585,9721,889,279,9634,7286,7917,9557,9270,742,8450,5820,2257,5412
+,7467,6583,4539,9556,8635,7380,9591,3988,5939,5820,926,9163,2072,9624,4595,9270,7931,7195,5388,1146
+,2516,6972,7824,5650,5150,4425,9584,237,1749,4869,5453,3052,7260,228,8860,1061,7953,7388,6486,847
+,6792,1078,7884,4559,3584,5041,9857,7828,3713,1659,8574,303,8714,4124,5388,2384,7862,4646,6228,5221
+,8993,1936,7149,7494,6869,7168,5227,8969,7526,4183,4463,3330,4264,3005,1971,6591,4351,6837,2424,5734
+,6152,6756,890,998,9666,627,4361,2337,7077,1760,926,4350,9465,1918,6052,2554,2239,1011,3484,1314
+,9239,380,5130,5383,7907,5347,3700,580,6686,3724,898,3723,2217,1438,5395,2729,8853,4228,5915,7539
+,595,9878,3645,3928,6546,3247,5844,101,7613,8966,4209,1776,5231,2516,4030,1448,1096,1362,475,2595
+,6337,707,3402,1710,9190,7649,6595,7902,4822,9207,455,8866,4230,7397,4358,7512,2057,5473,5712,6038
+,1836,418,2062,3945,7589,8768,8575,2965,2903,1299,2054,881,1071,1091,6038,4031,710,3379,1710,570
+,515,3750,9404,1744,6394,1098,6133,3030,8300,6792,3021,9699,8959,7797,5480,426,2149,1187,3170,5735
+,7710,3430,3654,1951,7571,1623,2689,8876,1724,6571,6262,6092,3504,7167,9882,2201,4662,5150,4227,2227
-,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,8158,2122,4990,5608,4557,4744,3863,4125,3777,130,7554,1423,5181,4283,7419,9613,3601,3618,6946,8185
+,6830,2421,4928,2246,2575,8279,4966,474,1983,9396,2324,5692,543,3016,5058,3045,9823,9678,5466,2491
+,2610,7437,9641,7291,6549,1693,1706,698,8360,5333,5807,9374,1973,3873,9887,335,3533,4364,705,2632
+,522,6965,1547,1441,2895,5643,9564,4780,5790,2006,2486,6802,8826,6424,9544,5451,6882,5765,5499,4947
+,4052,8296,379,9816,1729,4174,9735,7538,8470,8862,4541,4239,684,4443,1693,7686,8534,950,2500,3997
+,5417,8442,7409,4171,6908,7108,2519,4452,7061,2682,3344,9868,1059,99,6749,6271,7008,827,335,6427
+,6939,6200,5184,9400,2731,8048,503,9178,8813,4358,6463,4699,271,4576,1079,9687,4890,2537,3563,6389
+,4241,2729,9576,6664,1647,2218,5643,6647,1400,48,3033,9415,189,9982,3147,983,3612,6763,9263,8701
+,6332,8726,9553,2295,5803,2737,3973,1576,4783,8714,5894,6898,5848,4032,2423,4687,974,9166,8099,9360
+,7313,179,6418,9084,9803,9076,3012,461,1931,1214,1225,4857,320,7158,8511,7198,8164,2877,7655,8263
+,9643,4216,478,5625,8245,7510,4239,7764,976,8434,1450,6012,3995,2676,9845,9755,2396,2766,3148,777
+,6280,8185,5857,2427,6017,6258,6474,2803,3325,4593,5170,9526,8249,6534,6977,9052,8595,8170,5116,7850
+,6481,2656,9647,6853,7983,6375,1257,7061,7625,2354,7545,7803,3775,6461,2863,3080,2694,8821,4712,8945
-,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5505,1870,9031,6910,2373,9003,5700,4454,7408,490,4046,8548,1071,1711,2746,2423,8665,6731,8685,2691
-,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,1092,1194,3875,3276,9316,4848,5930,4323,304,9924,3739,1600,7093,2766,3005,6129,715,2882,1850,4031
+,1686,4047,8248,5745,7751,4566,5752,4427,6834,6632,6173,9704,6651,2244,310,5278,2259,2295,3745,9092
+,3869,4056,8575,7747,5780,8040,1234,6993,105,1579,5304,5251,9187,8928,8070,6216,7767,3570,3062,4614
+,2745,4823,6038,2103,8188,8863,8529,1733,215,5281,6629,7079,2274,3428,6381,8833,7983,8885,2450,7750
+,8447,5516,4486,6132,1971,7487,1007,400,8990,4390,8918,8507,5293,9680,7640,9036,7524,6324,1836,9405
+,1940,7954,5644,9264,331,5245,4340,1005,4651,4772,7343,7060,4348,6800,185,6537,1290,5830,284,841
+,1933,6280,6333,5238,4939,9408,2725,8255,8439,3842,2185,3781,5443,889,6439,8346,5362,8254,1399,390
+,941,2141,8224,9099,6623,308,3811,8948,1786,8462,2104,4982,3515,605,4002,4513,5185,1744,3803,1369
+,9353,107,5321,698,4680,8282,7307,1194,1873,468,1737,9017,7600,2077,9809,2931,5084,8285,9933,6963
+,2098,5106,3182,9421,1749,8611,9633,6657,3226,3736,5922,5560,9129,5790,1930,2033,4678,9853,3432,4722
+,6715,4518,7369,5026,7126,8571,7196,2339,9535,1596,252,6991,9907,2477,8388,2925,3504,7815,5603,9712
+,1150,8941,5995,1110,4686,4060,7955,9019,258,4568,7278,9783,239,3836,1927,5496,3484,1941,2839,7064
+,1550,4739,715,3473,5937,6790,5570,9653,9331,3373,6509,6566,5483,7820,7616,4867,848,4773,984,3370
+,9124,10,8786,2602,242,8093,4510,5041,2852,6171,5414,9512,7400,2296,6425,1685,3173,5192,4846,6555
+,1825,3211,7228,3886,2173,8203,3340,3134,6940,6768,3737,8642,538,7472,3174,7504,6103,4190,6362,7244
+,5613,1774,8451,6385,1103,9227,8120,1907,6109,6572,8789,1764,4945,2875,6523,6224,6646,3500,9154,5353
-,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,4598,1539,4104,7159,2551,3773,4246,6867,159,1549,1975,986,7112,8064,8709,3877,6249,7713,3911,3875
+,2371,3657,8900,7685,2935,2031,4783,2222,821,722,4790,1179,8275,1009,5447,5110,282,8088,2000,683
+,4230,4726,698,1441,3133,2062,5325,4813,4205,8253,6214,9349,7447,9502,7939,1190,451,9595,6894,9811
+,9432,5019,7542,8484,8526,209,1335,5195,3168,971,2543,6396,7611,645,8500,23,8183,6258,5326,7956
+,4939,340,2635,6853,7371,4432,2411,3942,6601,5077,2689,6073,3775,7043,9554,121,7052,8797,1862,1768
-,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,4251,3750,2974,4638,6653,6047,9321,5537,2244,3156,2543,8045,4545,7561,1207,6434,2235,4361,8295,5746
+,6221,5935,2575,2894,4016,2599,722,4269,6364,3955,7113,7253,3662,8061,9453,0,1795,1544,4075,211
+,7980,7805,2727,3800,3842,9642,3028,3038,4954,9157,489,8061,1120,7595,1592,5015,3877,8905,1754,3550
+,671,5552,9212,9761,688,2857,3692,9052,6940,2318,8244,9440,8408,1276,554,1558,3920,8358,4821,6527
+,1223,4501,2088,4733,2025,5192,1370,5901,5485,5419,5720,8669,4979,3356,3534,2279,7707,5212,9503,4678
+,5506,395,8295,8818,6573,9997,3475,9037,2066,1433,3770,7639,9361,5585,8153,1926,3668,2519,1278,2949
+,7092,1755,8370,3500,2181,2023,8181,8329,4569,1914,5786,3535,2291,6293,3190,4761,7597,5644,9739,5299
+,6229,3369,2543,9150,7654,5125,1219,2389,183,5121,2216,5301,3875,8354,7061,6175,788,4673,2477,952
+,4494,6016,8077,1037,12,3282,1363,4728,5152,8712,6128,9064,5476,4954,7466,3860,7224,6321,5565,5813
+,8376,120,7904,5833,2833,3353,1508,7379,9649,3108,1519,8280,9202,630,8087,6954,1217,6397,6413,9592
+,3037,8342,4113,8261,6809,2786,4510,1873,7324,3639,8397,6077,7741,5964,9480,54,9664,6297,1882,2455
